gene	log2FC	FDR
CHTF8_ENSG00000168802.8	0.08	0.51838024130108
GLB1	0.08	0.555538110950229
FZD8	-0.03	0.942895224418385
IFT140	0.12	0.618727406419502
SRRM2	0.18	0.516551930756135
EED	-0.08	0.55100870496159
SIK3	0.08	0.578807668586902
TTI1	-0.11	0.54082560319181
MORC2	-0.1	0.605668559776452
PIK3R2	0.04	0.874627900878393
TRIM21	0.06	0.590371159770925
EIF5AL1	-0.11	0.824166439139379
BRD9	0.09	0.543949964555565
CCDC134	-0.04	0.877172088486416
TTC33	-0.13	0.649795597281678
DOCK7	-0.09	0.529694625878577
NDOR1	0.1	0.764976493307198
RFXANK	-0.11	0.548037299832034
GTPBP4	-0.19	0.521367309007477
SNCA	-0.1	0.549962665686354
VPS13C	0.12	0.53367088283969
LRRC59	-0.21	0.518560978831773
MUS81	-0.08	0.553656727661388
HSPA4L	-0.22	0.531747146566855
DDX20	0.13	0.538328173266868
MED9	-0.09	0.635717754352959
LLGL1	-0.09	0.553368883994975
ZNF227	0.07	0.559392272390142
STAMBPL1	-0.07	0.70796014690287
SCAF1	0.09	0.658236518879894
SUN2	0.1	0.535171371336771
KLHDC3	-0.16	0.519689262507694
COG7	-0.07	0.723695509430766
LYPLA2	0.13	0.559347118465676
PSMF1	0.09	0.539254812764598
OXCT1	0.09	0.535171371336771
ZDHHC4	-0.06	0.712698454533546
POLR3F	-0.08	0.693459397866742
MAPKAPK3	-0.15	0.545734012420503
ORC2	-0.09	0.536477556005258
TNKS	0.1	0.521327547317285
SCO2	-0.12	0.671038979631601
MLEC	-0.11	0.534111644205619
NELL2	0.11	0.825942510685014
MOSPD2	-0.11	0.597304765713724
CISD1	-0.11	0.581744997480641
ZFAT	0.07	0.582633667407988
NFATC4	0.09	0.850271862715737
UBR5	-0.09	0.548644059154212
CETN2	0.1	0.781527142338764
ZDHHC12	0.11	0.595550823057215
C11orf82	0.15	0.60013522662116
PSMB10	-0.11	0.526907484965679
TMEM251	0.05	0.864429127348353
ZNF688	-0.01	0.980515246449394
FAM192A	0.09	0.533223308660707
ARHGAP33	-0.07	0.848317027376603
DCAF11	0.07	0.537038206015718
EFCAB2	-0.02	0.949913268684219
DOK3	-0.12	0.594254985397809
C12orf75	-0.12	0.580233298374552
FAR1	-0.13	0.523881881260394
MAN1C1	0.12	0.793856404129036
TMLHE	-0.07	0.722825208381233
KIAA1430	-0.1	0.524987480998999
NAA38	-0.09	0.534599339556144
PSMD3	-0.17	0.526907484965679
EXD2	0	0.990866665304421
DDX17	0.09	0.591970448583579
KLHL11	-0.07	0.588947127201391
TIPRL	0.12	0.5535229777566
SERP1	-0.11	0.53775117590267
EMC9	0.06	0.718501796924965
SYAP1	0.07	0.55379284641319
MBTPS1	0.09	0.527756815975633
KDM1B	0.09	0.578915108762306
FAM63B	-0.16	0.531367435368778
C22orf39	-0.07	0.55438775156574
PET100	-0.14	0.616957105595395
ZNF69	0.1	0.696055281608113
HFE	-0.07	0.836814320185515
HOMER2	0.14	0.561678636720881
SLC25A53	0.02	0.946859733951616
CASC5	0.09	0.538870869428333
LAGE3	0.08	0.684973954815439
PHF21A	-0.13	0.654403277792446
CSE1L	-0.13	0.538870869428333
CWC25	0.07	0.592807215027772
RNGTT	-0.08	0.540816976798391
NREP	-0.31	0.527621713186887
IFT20	-0.07	0.726891125233287
ZNF584	-0.08	0.724415422680558
LRRC14	-0.1	0.549550749053935
C20orf196	-0.03	0.927625509677523
PREX1	0.11	0.527418538477399
TCP11L2	0.04	0.957545313405432
RETSAT	-0.11	0.570324111178181
STON1	0.23	0.610969060580922
DIS3L2	-0.09	0.605668559776452
HMCES	0.15	0.535305216178269
GALNT4	0.03	0.893980131195857
DNAJB11	0.17	0.54547870456286
IFNGR2	-0.08	0.55145977654124
ELL	0.08	0.64014282470472506
SLC30A6	0.07	0.561486850677883
SURF2	0.06	0.886677235743821
MDH1	-0.12	0.527257871189706
CDK18	0.08	0.701441872319062
APTX	-0.1	0.616957105595395
NUDT7	-0.03	0.928590374443961
CALML4	-0.08	0.693743829480521
CISD2	-0.1	0.550299880770264
FLYWCH1	0.09	0.585089661812078
CACYBP	-0.17	0.527418538477399
PARP1	0.09	0.56995573999121
ACTG1	-0.1	0.671038979631601
ZNF579	0	0.986900347770169
DAXX	-0.12	0.545608416543777
DPH2	-0.22	0.594442949037497
MTMR2	-0.1	0.560670820171465
TOMM6	-0.19	0.553507403810234
NDUFC2	0.09	0.536584090525031
RPP21	0.06	0.817047481342831
TCEAL8	-0.11	0.577851932007524
REV3L	0.17	0.529077381684184
SMC4	-0.07	0.573214272146259
SUMO3	-0.11	0.536387135546645
ZNF283	-0.03	0.912271324950981
HECTD3	-0.1	0.675059429626909
SNX17	0.09	0.534561517451983
BBS1	0.05	0.802176277851961
RAB3IP	-0.1	0.584027735368445
GPATCH4	-0.24	0.57235493150304
RCAN1	-0.1	0.848939226427312
HECW1	-0.01	0.96791676861528
USP32	-0.09	0.55100870496159
ZNF284	-0.04	0.893592395436609
CHCHD5	0.03	0.887811575661529
ATP11C	-0.08	0.530857984671951
MAP3K10	-0.01	0.968778468173033
ELMOD3	0.04	0.840124486542693
FCGRT	0.09	0.533383310039538
RCOR2	-0.05	0.828576597334831
AP2M1	-0.09	0.534561517451983
UBR4	0.11	0.535899929063608
RXRA	0.06	0.882659850204076
C18orf25	0.07	0.555085177361474
CDS2	0.12	0.536426568088281
UBXN4	0.08	0.53224899587174
TMEM42	-0.06	0.826745465649533
FBN2	0.2	0.534986729217087
NPHP3	0.13	0.637018125336994
SLAIN1	0.09	0.533383310039538
ZDHHC8	-0.08	0.658497771451384
HNRNPA2B1	-0.12	0.561020134095851
PIK3IP1	0.02	0.974287154292102
FAM220A	0.06	0.758644338270133
WDR37	0.1	0.5763777250888
FAF2	0.08	0.539056095205345
MRPL4	-0.21	0.586380054961678
ZNHIT2	0	0.995162988456219
MBOAT1	-0.09	0.653028499836298
NRBF2	0.09	0.614860809696793
BAZ1A	0.1	0.534561517451983
TBC1D31	0.12	0.53437262895399
WDR53	-0.02	0.942158814110567
SLC35A4	-0.15	0.573214272146259
LGMN	-0.14	0.568617362886992
ZFP41_ENSG00000181638.13	-0.01	0.957364127050249
RRP7A	-0.19	0.539832321613549
IMP3	-0.12	0.555733464788667
HDAC3	0.11	0.554987587524211
ADAMTS6	0.11	0.774566049306078
METTL13	-0.15	0.584253580559823
LYSMD2	0.07	0.812774546941716
C1orf109	0.11	0.659659094760341
KIAA1432	0.1	0.537727979212776
SNX8	0.08	0.795920953647589
RALBP1	-0.13	0.539527404275436
ERI1	0.11	0.552269978141432
SMARCD1	0.11	0.543949964555565
ZNF121	-0.08	0.536668708796918
GPX4	-0.09	0.535723797026501
METTL23	0.1	0.605355456987657
PPP1CB	0.08	0.563853511627489
ARIH2	0.11	0.538328173266868
DNAJC9	-0.1	0.539033281508534
CSK	0.07	0.555000963164221
POLR2G	0.09	0.560246463950153
NCL	-0.15	0.604792306489153
C20orf112	-0.07	0.722109149876767
PAXBP1	0.07	0.536562995409645
PSMA5	-0.17	0.540816976798391
SCRN3	0.07	0.685584101687254
SGOL1	-0.09	0.602866367834044
MYCBP	-0.14	0.613651315946757
FZD5	-0.02	0.908345826169851
ATP5L	-0.1	0.536668708796918
UNC13D	-0.16	0.635175702466578
METTL6	0.07	0.742846459843025
MAX	-0.07	0.555000963164221
RSF1	0.1	0.543552004705781
DOHH	-0.1	0.819000653093641
GAN	0.1	0.573130719719043
ANO6	0.1	0.538065394082786
PPM1G	-0.11	0.537174613428587
UQCRQ	-0.17	0.551908265773145
CDK11B	0.1	0.641258164181417
PPFIA3	0.07	0.679911835073556
BAG6	0.13	0.53884794806386
BROX	0.1	0.543552004705781
TIMM44	-0.22	0.581936839272705
PCNXL2	-0.07	0.758188302197303
ZNF34	-0.04	0.910215973579708
HNRNPH1	-0.07	0.606413905202951
ARMC8	0.07	0.559199041566446
ZNF551	-0.11	0.57500933807075
PQBP1	0.1	0.586380054961678
PHF6	0.09	0.543025334605617
ZBTB9	0.06	0.848128785325216
TXLNA	0.2	0.540762773902583
CDK11A	0.1	0.684645277100806
C4orf3	-0.24	0.553935800223316
SACS	-0.11	0.576355628444201
GHITM	-0.12	0.541786834860077
EXO5	0.1	0.665485970818841
TRIB3	0.75	0.592528053903244
PIGQ	0.1	0.602198121896248
GLUD2	-0.05	0.813547784943183
CUL1	0.09	0.543552004705781
NDUFB6	-0.13	0.623704346316456
UBE2L3	0.12	0.543552004705781
CXorf40B	0.08	0.738439091823072
ZNF286B	0.02	0.920150498356688
PICALM	-0.07	0.542182363941042
SUB1	0.1	0.548787517462263
ANKHD1	0.1	0.543169332589455
FYTTD1	-0.09	0.545508045778301
NUP188	-0.11	0.542182363941042
GOLGA5	0.09	0.608309188289419
THUMPD1	-0.08	0.553220793373274
CCDC84	0.05	0.7474459356697
ZNF580	0.04	0.841053801787665
FKBP1A	-0.09	0.552779036944384
ATF5	0.63	0.655173754345898
TMEM117	-0.04	0.83683395293423
CASP2	0.12	0.564973930868488
TRIM34	-0.09	0.618546372037827
TMEM14A	0.08	0.629296509171346
CEP41	-0.1	0.606413905202951
SLX1A	-0.12	0.70849495222035
RAD23B	-0.1	0.553220793373274
TIMM10	-0.18	0.67281582373908
ALKBH1	-0.06	0.720469103447895
TMF1	0.12	0.54543982925048
DCAF7	-0.1	0.543739471674166
SMPD4	-0.12	0.559980400784466
EFHC1	0.13	0.697368115088829
TANC2	0.15	0.687386212295343
HRAS	0.09	0.735722179273848
PPP1R15A	0.34	0.584253580559823
MAVS	0.08	0.567720268133821
LDB1	-0.07	0.560217510154437
ARF5	-0.08	0.574415306169269
ZCWPW1	-0.01	0.957169094661225
ZKSCAN8	0.1	0.586157441776212
TYRO3	0.1	0.666307629275215
C7orf26	-0.03	0.889277511516158
MT-ND5	0.15	0.582276089986169
AMPD3	0.11	0.748349323688913
STX4	-0.05	0.753688276662786
PAN2	-0.11	0.561087191115735
DHRS4	0.07	0.706901163618961
TTC38	0	0.994747690893799
TXNDC15	-0.08	0.608474216135772
WBP11	-0.11	0.559816759928026
DLD	-0.09	0.557274996287162
TM2D1	0.08	0.641010148557963
GTSE1	-0.12	0.570744100114471
ZNF383	-0.05	0.761492564987545
MIA3	0.1	0.55100870496159
KM-PA-2	-0.11	0.665163735909608
DPP7	-0.09	0.557274996287162
PAX6	0.1	0.57876912710333706
RNF213	0.12	0.554070834328342
DGKA	-0.07	0.757090009995409
DYNLT1	0.09	0.643390546468818
UQCC2	0.14	0.726142395715591
APPL2	0.1	0.651993509280569
DXO	0.07	0.702762509155987
DNLZ	-0.01	0.988299923909967
MZF1	-0.1	0.663677674492703
ZNF808	0.07	0.603445386845788
AVEN	-0.1	0.752624802296561
JMJD7	0.1	0.79997402074522606
OAZ1	0.09	0.603522480797649
ACTR5	-0.07	0.715708747957732
INTS12	-0.06	0.738439091823072
MB21D1	0.12	0.561990344555484
SLC30A9	0.08	0.588354451170908
COG4	-0.09	0.557387049312451
COPS7B	-0.08	0.634177138666707
AKIRIN2	-0.06	0.767749664622067
RREB1	0.09	0.589518647901782
DIS3	-0.1	0.551908265773145
TMEM60	-0.06	0.706901163618961
APOL6	0.2	0.553380246174508
PAPD4	0.11	0.557824711959239
PAIP2B	-0.14	0.704901658771406
PREPL	-0.08	0.562333137502212
UBAP2	-0.09	0.583125285552349
MED12	-0.11	0.589192662023564
GRPEL1	-0.16	0.585998619007249
NBPF14	0.08	0.652760652135102
UGT8	-0.1	0.65292775773621
PSMC3IP	-0.07	0.725755194454763
MT-CO2	-0.08	0.57478265847862
SDAD1	-0.13	0.571762152353698
DUSP10	0.12	0.671089407846763
KIAA1328	0.08	0.754973117237247
PRKAG2	-0.02	0.93071363402154506
RAD52	-0.07	0.659813450526203
PPP2R1A	-0.12	0.554070834328342
POC1B	-0.12	0.616887399847655
FUT10	0.08	0.592807215027772
RAD54B	-0.07	0.611547635457704
CTDNEP1	-0.07	0.745579448936574
CDC42SE1	0.08	0.559167659022683
BEX4	-0.09	0.683692389364261
BMP2K	-0.07	0.557824711959239
C11orf54	0.07	0.599506812533449
MCCC2	-0.14	0.572200421708743
NCOA4	0.08	0.57695178649480106
TRAPPC11	-0.1	0.567692892467943
RBM15B	0.08	0.555733464788667
ITFG3	-0.1	0.608474216135772
ZNF292	-0.19	0.556528679572014
RARG	-0.06	0.677357249472695
ATP5S	0.06	0.740056576411041
AP4B1	-0.06	0.658497771451384
YPEL2	0.19	0.693605983805332
PGAP2	-0.08	0.735773892813284
TMEM192	0.1	0.595184644794094
C16orf72	0.09	0.564142848723936
PCMTD2	0.13	0.561990344555484
ZC3HC1	-0.09	0.672087153213837
TPST1	0.11	0.700417694808825
ZNF562	0.07	0.70849495222035
TANK	-0.08	0.649718023513627
MTCH2	-0.15	0.567720268133821
ZSCAN18	0.07	0.656021067710374
G2E3	-0.1	0.561681713829799
ERAL1	-0.09	0.650923938104106
ATF4	-0.19	0.596814833356681
LPCAT1	0.11	0.555000963164221
FAM110A	0.1	0.773152082004446
DDHD1	-0.07	0.582841082601983
STX6	-0.06	0.560434100996629
NDUFA8	-0.11	0.655659977390872
FOXP2	0.09	0.736989653290673
WDR83	-0.01	0.971519018398
SLC35G1	0.07	0.753453582804574
PPIG	-0.08	0.557274996287162
ZNF195	0.08	0.584027735368445
PIAS4	-0.07	0.685692761844048
AGAP1	-0.01	0.957364127050249
POP4	-0.1	0.669016539252595
ZNF501	0.08	0.720664566442467
SEPT6	0.08	0.590037747382056
DUS1L	-0.12	0.56995573999121
TRMT13	-0.09	0.637995770311849
ZC3H18	0.11	0.590738649090499
MARCH6	0.09	0.557824711959239
EFNB1	-0.08	0.775660469898099
USP24	-0.07	0.557824711959239
ECD	-0.07	0.636078024270415
CIR1	0.08	0.657300701942546
ANO10	0.02	0.927639238896168
SHMT2	-0.25	0.569879642885417
MLYCD	-0.04	0.811357227512445
SF1	0.1	0.561990344555484
JUN	0.5	0.625075476915202
RNF138	-0.09	0.558882430830009
CYB561D2	0.07	0.729600275532296
FUNDC1	0.02	0.92435294186083
DUSP28	-0.03	0.850271862715737
ILF2	-0.13	0.575271347241035
ACSL4	-0.09	0.562017023744068
HDAC9	-0.28	0.608309188289419
PLEKHO1	0.07	0.561020134095851
HSF1	-0.07	0.571022437677366
COX16	0.06	0.777662136918114
RPS6KA3	0.07	0.570420441294505
C11orf73	-0.08	0.618980540991191
RRNAD1	-0.06	0.708638364722572
ATAD1	-0.1	0.579331444060433
SKA3	-0.1	0.586507418504243
FASTKD2	-0.1	0.59200171996775
LRRK2	0.23	0.749416942769232
PLCH1	0.07	0.858310923909244
MTPAP	-0.11	0.596725000644497
MEGF8	0.08	0.638086744186096
FRYL	0.08	0.565875199739817
MRPS10	0.12	0.591220258062771
AP1S2	0.13	0.578874360838933
MDM1	0.07	0.673787827406634
OSTF1	0.11	0.607826350543747
ZNF570	0.01	0.958263278220717
RENBP	-0.01	0.976099263744487
IFT88	-0.05	0.839783193648024
SLC52A2	0.13	0.57629346878872
PTCD1	-0.06	0.700727102347957
ZNF587B	-0.14	0.641851102007487
FAM64A	-0.09	0.64991640964169
ZNF516	0.08	0.594442949037497
ZNHIT6	-0.13	0.616957105595395
NDUFA3	-0.13	0.654541158365254
LTV1	-0.16	0.65740856768387
SFR1	0.06	0.747239731544264
ASTE1	0.02	0.912960130714016
ARID3A	0.1	0.624791249501952
INTS6	0.09	0.576578403349531
DHX35	-0.07	0.755095826182518
PROS1	0.04	0.9514162450402
IMPDH1	-0.16	0.578076082767615
NPRL2	-0.06	0.641458683394523
SLMAP	-0.07	0.582841082601983
KIAA1919	-0.06	0.72101778037697
UCP2	-0.04	0.859304241951484
AP2A2	-0.09	0.596733317285666
TUBD1	0	0.989794050554984
STRADA	0.06	0.692251928022778
CACNB1	0.03	0.881601511779826
TTLL5	-0.11	0.617418216143258
KRT10	0.04	0.877172088486416
LIG3	-0.11	0.609431600852694
CTNNBIP1	-0.09	0.700939103321051
ZMYM6NB	-0.07	0.709858572498577
CSTB	-0.07	0.76904633101152
GLOD4	-0.1	0.583390459017478
NCAM1	-0.08	0.882659850204076
ZNF419	0.06	0.718953726430879
TBL1XR1	0.09	0.623735939033016
DYNC2H1	-0.11	0.602486733689171
ZNF714	0.08	0.57183578691301
LBR	-0.07	0.599903411052243
CNOT11	0.09	0.587699348466878
TCP11L1	-0.03	0.902419851119684
DIDO1	-0.09	0.56869981631959
MAPK1IP1L	0.11	0.573484667259061
AGRN	-0.08	0.873131094775477
ATP6V1E2	-0.01	0.964475831958839
LYPLA1	-0.09	0.58937152723289
KIAA1731	-0.06	0.573922267493576
POU2AF1	-0.09	0.848128785325216
MAGED1	0.15	0.570324111178181
RASA4B	0.01	0.958515064754278
TPP1	-0.05	0.891587603254563
NSMF	0.15	0.617115066754171
FTL	0.1	0.632176945326386
SMG8	0.06	0.654403277792446
LYPLAL1	-0.06	0.755933507544806
ZNF230	0.08	0.729719071560597
COA1	-0.06	0.663404565692368
POC1A	0.08	0.670658843748435
PPP1R3E	-0.06	0.800226610366044
IDH2	-0.1	0.595642032623977
RNF115	0.07	0.602486733689171
TENM3	-0.05	0.876034417123275
PIK3R1	-0.07	0.573129686990901
NDUFA5	-0.09	0.578389906934958
RANBP6	-0.06	0.58042311455487
BICD1	0.05	0.778616816240755
NF1	0.12	0.580347848023414
OSBPL5	-0.09	0.723242047079972
PYCRL	0.15	0.685481737934549
SKIV2L	0.06	0.602650772790165
RHBDD1	-0.06	0.78976975786067
XPOT	-0.2	0.593833961350535
RHPN1	-0.09	0.76416293943731906
SHISA5	0.07	0.581198434696123
SLC12A4	0.08	0.787673084583601
DZIP3	-0.07	0.623041382224678
RAB6A	0.08	0.576808415042178
LILRA2	0.15	0.752724764348323
HMGB3	-0.14	0.584291722726342
TFEB	0.08	0.613584394885855
RNF8	0.1	0.656601716352093
ARL13B	0.07	0.754973117237247
CACTIN	-0.1	0.64165745519145
RASAL2	0.1	0.596560548690312
TMEM120B	0.08	0.698322012091917
TUBE1	-0.18	0.734047508666661
FAM20B	0.07	0.584253580559823
ZNF624	-0.03	0.838644904697991
ADAMTS10	0.15	0.616957105595395
CDK5	-0.07	0.846530725767998
NMNAT1	0.05	0.754982386484544
WDR20	0.05	0.68803291785857
CCDC136	-0.05	0.738439091823072
RIOK2	0.08	0.605292954540193
RPA2	-0.08	0.580045376112388
RASSF7	-0.08	0.700762971728098
MSI2	0.07	0.576774735889392
NACC1	0.12	0.618971848303894
ITGA6	0.23	0.67414330366725
NAA20	-0.1	0.649311466932124
UBASH3B	0.06	0.664177889925408
MED24	0.11	0.624791249501952
LIN52	-0.05	0.77755469069663
RTFDC1	0.08	0.586157441776212
METTL16	-0.12	0.593833961350535
UPF1	0.13	0.582591293313917
ZEB1	0.04	0.880397911890649
GCC2	0.09	0.593942450041381
DYNC1I2	0.07	0.587916902573138
AEBP1	0.08	0.635717754352959
UHRF1BP1	0.13	0.609943020729745
PSMD2	0.15	0.577195800803001
VHL	0.06	0.579314529347966
SLC4A1AP	0.06	0.643447836552028
TRPM2	0.12	0.6119260959389
CKAP2L	0.1	0.620779376858426
ZSWIM1	-0.03	0.894928524525251
BDH2	-0.12	0.676006077777983
DNAJC24	-0.04	0.821155975419509
FAM212A	0.12	0.685145712129244
CLPB	0.12	0.650999728926338
POU3F3	0	0.998473780671314
TULP4	0.08	0.613441330639901
EPT1	0.14	0.58117852806949
BCL2L13	-0.06	0.597700359347278
SDF2L1	0.06	0.914067572692277
DLGAP5	-0.17	0.58117852806949
GLE1	-0.07	0.587699348466878
PGAP1	0.03	0.909168653027243
GFER	-0.07	0.731507315129169
CDC26	0.08	0.763152766520172
CPSF6	-0.07	0.599701291426137
ST3GAL3	-0.02	0.903290622125719
ZNF500	0.03	0.855295977658472
ZNF660	0.05	0.818811476620896
RBM42	-0.07	0.627135471438721
UPF2	0.06	0.585637590525315
BRMS1L	0.01	0.951997791024125
C17orf51	0	0.998945674481412
DHX38	0.1	0.59580158820108
DCAF13	-0.14	0.581266573031776
PARG	-0.05	0.733593311460657
KIF1B	0.08	0.614230003175693
EIF4E	-0.12	0.584957405519175
RAB37	0.02	0.971519018398
FCGR2B	0.25	0.753834027188775
SNRPD3	-0.11	0.585557204374406
NDUFA11	-0.13	0.592506326011043
PCNT	0.1	0.583842950136551
PFDN2	-0.11	0.684283208911999
APOBEC3B	0.06	0.701661538877231
SELK	0.1	0.688212656858832
ZDHHC13	-0.07	0.668461260035283
NFATC3	0.08	0.58685130744164
TIGD2	-0.05	0.819277298380085
DPP10	-0.05	0.821155975419509
MKNK1	0.07	0.687073212193687
FBXL4	-0.1	0.59739486630040906
FBXO21	-0.08	0.597959354697964
EPS15	0.08	0.586157441776212
POLR2C	0.08	0.601743027567095
SLC25A4	0.1	0.695212774626052
RLIM	0.07	0.59603095812104
SKA1	0.13	0.605819060470164
PBX3	0.07	0.601089416312687
INPP4A	0.06	0.619101239436215
RBM38	-0.07	0.632176945326386
ARV1	-0.07	0.75184934749669
ZSCAN32	0.06	0.668532361431357
ZFP36L1	0.12	0.608309188289419
DNAJC10	0.14	0.588322577999606
SMARCAD1	-0.08	0.588077396662551
ADCK5	0.07	0.671482848138327
SIN3A	0.07	0.594254985397809
AP1AR	-0.11	0.620380158718369
SRGN	0.09	0.591344237578733
ZNF576	0.05	0.818889654944455
F2RL3	-0.12	0.755616121669059
PPP1R21	-0.07	0.71133773513094
RPP38	0.06	0.768124989171289
MYCBP2	-0.06	0.608108570684726
SMAGP	-0.02	0.94225825889799
SEMA4B	-0.01	0.974053333105136
SLC5A3_ENSG00000198743.5	-0.12	0.605875381273931
ORMDL2	0.06	0.722109149876767
ETNK1	0.1	0.605481195634683
TAF7	-0.08	0.588598486103592
ZNF566	0.08	0.724342434022936
RTKN2	-0.07	0.67252477588989
DDX27	-0.09	0.598718030601
AKT1S1	0.02	0.902419851119684
DRAP1	-0.08	0.665332098022035
EXOC6	0.08	0.659329624385163
KIF18B	0.12	0.625178109879027
STK10	-0.11	0.597304765713724
FBXO8	0.07	0.723736721349814
MICB	0.07	0.714618644565565
CWC15	-0.08	0.659329624385163
TOMM40	-0.21	0.606732475472781
CORO1C	0.08	0.593604773297838
S100PBP	0.09	0.611547635457704
DECR1	-0.11	0.624044770116829
SPSB1	0.1	0.752791971681776
ABCA2	0.12	0.609062388186491
ECE2	-0.07	0.893478770413696
ZUFSP	0.06	0.719841939848041
USP48	-0.07	0.597626384666354
PIGW	-0.1	0.799410512747202
ZBTB22	-0.06	0.818464059949284
TMEM208	-0.08	0.756979567471412
SMUG1	0.04	0.765891387751354
SNX7	-0.04	0.865399734808733
PPM1D	0.06	0.642175062063016
BCL7B	0.07	0.65818024326591
TANGO6	0.06	0.817508458202012
KLHL17	0	0.979642542538961
RHOB	-0.37	0.656021067710374
NT5C2	0.07	0.611736634015807
NIN	0.06	0.652760652135102
TGDS	-0.09	0.710207575439119
DHX9	0.12	0.639743008444009
ZXDB	-0.03	0.833597123843676
KIAA0922	0.06	0.669596576803034
USO1	-0.06	0.593503359668601
THOC2	-0.06	0.593833961350535
LDLRAD4	0.14	0.687285996641768
ATPAF2	0.06	0.749051748000082
TAPBPL	-0.03	0.89859212723062
SNAPC4	-0.05	0.768738712323333
PTBP2	0.09	0.625075476915202
DBT	0.08	0.641092873453416
ANKMY1	-0.06	0.678005351739412
SH3BP1	0.06	0.734679222887527
ISOC2	-0.17	0.680339034848975
KIAA0319L	0.09	0.645637986020793
ZBTB26	0.06	0.774874158510538
SNX16	0.05	0.807323757706652
SP140L	0.05	0.716338829000876
TBC1D17	0.06	0.817293424104874
MRPL34	-0.1	0.700939103321051
SPSB3	0.08	0.654403277792446
MT-ND2	0.12	0.649456924289983
ATP6V1B2	0.07	0.598958488585946
ABCB4	0.02	0.974893963910067
ZNF814	-0.09	0.768124989171289
PC	-0.03	0.87998271126733
ZNF160	-0.15	0.616957105595395
ANKRA2	-0.04	0.865186952825019
ZNF324	0.06	0.761738633363543
USP36	-0.13	0.696340933709763
ARHGAP42	0.01	0.956938428224112
SLC3A2	0.29	0.600383603369094
E4F1	0.08	0.660191371187546
HPS3	-0.08	0.635388888611151
HIST4H4	0.1	0.716671691919015
RAB13	-0.09	0.700417694808825
EIF2S2	-0.16	0.600130582228942
OARD1	0.07	0.664104927407448
DNASE2	-0.11	0.757267930483439
AIMP1	-0.12	0.613660631595836
PSPC1	0.06	0.602486733689171
GSS	-0.09	0.668631550808692
TBCC	0.09	0.659329624385163
SCAMP3	0.09	0.648367661054635
HSPB11	-0.07	0.692130443026868
SLC30A1	-0.06	0.724518177857261
ZNF256	-0.02	0.918433869311543
ZNF133	0.01	0.986388045022991
PHF1	-0.05	0.890016437625469
CPNE3	-0.14	0.600046120313631
RAB23	0.05	0.838450874216451
C9orf37	0	0.991549684879583
HES6	-0.08	0.680790225222099
PLEKHG3	0.09	0.625389001682341
UNC45A	-0.1	0.608309188289419
ADAM15	-0.11	0.640236938324861
UHRF1BP1L	-0.07	0.6786708330131
C19orf77	0.16	0.753834027188775
TASP1	-0.04	0.81760258904525
C10orf137	-0.05	0.643447836552028
ZSCAN25	-0.08	0.672190035782306
GRPEL2	-0.13	0.6302210108259
ATG14	-0.04	0.804518719741762
ARIH1	0.06	0.608933736319722
C1orf52	-0.07	0.715494834188169
VIPAS39	-0.05	0.723320092277022
SYF2	-0.1	0.629849643779537
CALCOCO2	0.11	0.603522480797649
CEBPB	0.2	0.778841135310305
CD248	-0.08	0.849417289699063
USP14	0.09	0.663668570078837
PCBP4	-0.12	0.787656357024647
E2F4	0.12	0.609196197008137
TOB2	0.08	0.65056468956545
DDX31	-0.11	0.716143635037652
BTBD1	0.08	0.608933736319722
VDAC1	0.11	0.632082104407685
ZNF493	-0.07	0.65056468956545
RECQL	0.06	0.606413905202951
STK39	-0.12	0.617325679945409
TRMT2B	0.04	0.814653590846795
COX10	-0.07	0.791061252544521
KRBOX4	0.04	0.904744106738001
LSM14A	-0.06	0.610214091572279
JMJD4	-0.12	0.665570922333755
CLDN12	0.07	0.74504518406553
TRHDE	-0.12	0.622015619276369
C5orf34	0.05	0.78020148599346
STK17A	0.05	0.885019820363701
COX6A1P2	-0.02	0.940597036960674
CDC42BPA	0.03	0.897557612730958
BRD8	-0.1	0.614905681052292
PLD4	0.05	0.919671577761328
RMDN3	-0.08	0.773138574931142
SAP130	-0.05	0.82644896274215
CDC123	-0.12	0.613441330639901
CHP1	0.1	0.648838609369311
FAM149B1	-0.05	0.833440680610717
TLDC1	0.04	0.805525482278963
ZNF559	0.06	0.686734417413727
TUBB4B	-0.17	0.626592051328633
NDUFS8	-0.12	0.6822956489352
ADAL	-0.04	0.815563151525258
FAM122B	-0.05	0.751620937497891
BAP1	-0.06	0.622042521024787
TFRC	-0.33	0.635388888611151
CSNK2B	0.08	0.612857039301339
ALDH9A1	0.05	0.618971848303894
TRIM68	0.03	0.838952127412236
HELB	0.05	0.751170873849133
PRMT7	-0.06	0.670303712849686
RNF135	-0.07	0.75549584009758
KATNA1	-0.08	0.731036207924152
OGFOD3	0.06	0.75054313605256
ARL3	-0.05	0.814040198697095
ZNF668	-0.02	0.964196035336394
HMG20A	0.06	0.621962619277099
FZR1	0.07	0.659177009336522
OTUD1	-0.18	0.65818024326591
PSMA7	0.13	0.615924875185501
S1PR4	-0.11	0.634926131624798
L3MBTL2	0.14	0.672005540686009
FBXW8	0.05	0.73785583901155
POLG	0.06	0.614230003175693
RMI1	-0.07	0.680790225222099
FBXO5	-0.06	0.616957105595395
PDCL3	0.05	0.850351200784776
MINOS1	-0.11	0.736326401022951
PIK3CB	0	0.992611416023608
